brand_name,description,status
eBay,eBay proudly sponsors this ecommerce conference.,sponsor
Intel,Discussion on Intel's performance in tech industry.,non-sponsor
H&M,H&M is the title sponsor of this major clothes event.,sponsor
Adidas,Adidas proudly sponsors this sports conference.,sponsor
Intel,User review: Great experience with Intel's latest tech products.,non-sponsor
Skechers,Sponsored event by Skechers promoting new technology in sports.,sponsor
Levi's,Discussion on Levi's's performance in clothes industry.,non-sponsor
HP,Discussion on HP's performance in tech industry.,non-sponsor
Louis Vuitton,Sponsored event by Louis Vuitton promoting new technology in clothes.,sponsor
Codecademy,Sponsored event by Codecademy promoting new technology in education.,sponsor
Unacademy,Latest trends in education — Unacademy makes headlines.,non-sponsor
Lenovo,Customer feedback highlights Lenovo's role in tech growth.,non-sponsor
Google,Google proudly sponsors this tech conference.,sponsor
Under Armour,Under Armour partners with us to bring exclusive offers in sports.,sponsor
Adobe,Adobe proudly sponsors this tech conference.,sponsor
Armani,News update: Armani launches a new product in clothes.,non-sponsor
Shopify,Shopify is the title sponsor of this major ecommerce event.,sponsor
Adidas,Adidas proudly sponsors this sports conference.,sponsor
Khan Academy,Discussion on Khan Academy's performance in education industry.,non-sponsor
Puma,User review: Great experience with Puma's latest sports products.,non-sponsor
Puma,News update: Puma launches a new product in sports.,non-sponsor
Shopify,Latest trends in ecommerce — Shopify makes headlines.,non-sponsor
Adobe,Adobe is the title sponsor of this major tech event.,sponsor
Under Armour,Under Armour is the title sponsor of this major sports event.,sponsor
Skechers,Discussion on Skechers's performance in sports industry.,non-sponsor
Skillshare,Customer feedback highlights Skillshare's role in education growth.,non-sponsor
Unacademy,Sponsored event by Unacademy promoting new technology in education.,sponsor
Unacademy,Customer feedback highlights Unacademy's role in education growth.,non-sponsor
LinkedIn Learning,LinkedIn Learning is the title sponsor of this major education event.,sponsor
New Balance,Official sponsor: New Balance supports innovation in sports.,sponsor
Khan Academy,Sponsored event by Khan Academy promoting new technology in education.,sponsor
Adidas,User review: Great experience with Adidas's latest sports products.,non-sponsor
Prada,Prada partners with us to bring exclusive offers in clothes.,sponsor
Armani,Discussion on Armani's performance in clothes industry.,non-sponsor
Skillshare,Skillshare is the title sponsor of this major education event.,sponsor
Intel,Sponsored event by Intel promoting new technology in tech.,sponsor
Ajio,Sponsored event by Ajio promoting new technology in ecommerce.,sponsor
H&M,H&M proudly sponsors this clothes conference.,sponsor
Dell,Dell proudly sponsors this tech conference.,sponsor
Unacademy,Unacademy proudly sponsors this education conference.,sponsor
Adobe,Adobe partners with us to bring exclusive offers in tech.,sponsor
Lenovo,Lenovo is the title sponsor of this major tech event.,sponsor
Under Armour,News update: Under Armour launches a new product in sports.,non-sponsor
Alibaba,Customer feedback highlights Alibaba's role in ecommerce growth.,non-sponsor
New Balance,Customer feedback highlights New Balance's role in sports growth.,non-sponsor
Alibaba,Alibaba proudly sponsors this ecommerce conference.,sponsor
Decathlon,Official sponsor: Decathlon supports innovation in sports.,sponsor
Burberry,Official sponsor: Burberry supports innovation in clothes.,sponsor
Uniqlo,Uniqlo proudly sponsors this clothes conference.,sponsor
Adobe,Sponsored event by Adobe promoting new technology in tech.,sponsor
Udemy,Official sponsor: Udemy supports innovation in education.,sponsor
eBay,News update: eBay launches a new product in ecommerce.,non-sponsor
Shopify,Shopify partners with us to bring exclusive offers in ecommerce.,sponsor
Under Armour,Under Armour partners with us to bring exclusive offers in sports.,sponsor
Intel,Intel proudly sponsors this tech conference.,sponsor
Armani,Armani proudly sponsors this clothes conference.,sponsor
Uniqlo,Uniqlo proudly sponsors this clothes conference.,sponsor
Adobe,Customer feedback highlights Adobe's role in tech growth.,non-sponsor
Decathlon,Decathlon proudly sponsors this sports conference.,sponsor
Burberry,Burberry is the title sponsor of this major clothes event.,sponsor
Prada,Customer feedback highlights Prada's role in clothes growth.,non-sponsor
Google,Google partners with us to bring exclusive offers in tech.,sponsor
Adobe,User review: Great experience with Adobe's latest tech products.,non-sponsor
Flipkart,User review: Great experience with Flipkart's latest ecommerce products.,non-sponsor
Armani,Armani proudly sponsors this clothes conference.,sponsor
Prada,Official sponsor: Prada supports innovation in clothes.,sponsor
Puma,Discussion on Puma's performance in sports industry.,non-sponsor
HP,Official sponsor: HP supports innovation in tech.,sponsor
Samsung,User review: Great experience with Samsung's latest tech products.,non-sponsor
Under Armour,Sponsored event by Under Armour promoting new technology in sports.,sponsor
Myntra,Myntra is the title sponsor of this major ecommerce event.,sponsor
Versace,Customer feedback highlights Versace's role in clothes growth.,non-sponsor
edX,Sponsored event by edX promoting new technology in education.,sponsor
Dell,Dell is the title sponsor of this major tech event.,sponsor
Nike,Discussion on Nike's performance in sports industry.,non-sponsor
Louis Vuitton,Louis Vuitton is the title sponsor of this major clothes event.,sponsor
Under Armour,Under Armour partners with us to bring exclusive offers in sports.,sponsor
Microsoft,Microsoft proudly sponsors this tech conference.,sponsor
Lenovo,Customer feedback highlights Lenovo's role in tech growth.,non-sponsor
Louis Vuitton,Sponsored event by Louis Vuitton promoting new technology in clothes.,sponsor
Unacademy,User review: Great experience with Unacademy's latest education products.,non-sponsor
Burberry,News update: Burberry launches a new product in clothes.,non-sponsor
Flipkart,Flipkart proudly sponsors this ecommerce conference.,sponsor
Prada,News update: Prada launches a new product in clothes.,non-sponsor
Nvidia,Latest trends in tech — Nvidia makes headlines.,non-sponsor
Decathlon,Decathlon partners with us to bring exclusive offers in sports.,sponsor
Versace,Versace is the title sponsor of this major clothes event.,sponsor
Flipkart,Flipkart proudly sponsors this ecommerce conference.,sponsor
H&M,Discussion on H&M's performance in clothes industry.,non-sponsor
Nike,Latest trends in sports — Nike makes headlines.,non-sponsor
edX,Sponsored event by edX promoting new technology in education.,sponsor
Nike,Discussion on Nike's performance in sports industry.,non-sponsor
Snapdeal,User review: Great experience with Snapdeal's latest ecommerce products.,non-sponsor
Codecademy,Codecademy partners with us to bring exclusive offers in education.,sponsor
Myntra,Customer feedback highlights Myntra's role in ecommerce growth.,non-sponsor
Apple,News update: Apple launches a new product in tech.,non-sponsor
Udemy,User review: Great experience with Udemy's latest education products.,non-sponsor
Codecademy,News update: Codecademy launches a new product in education.,non-sponsor
H&M,H&M is the title sponsor of this major clothes event.,sponsor
Adobe,User review: Great experience with Adobe's latest tech products.,non-sponsor
Dell,Dell proudly sponsors this tech conference.,sponsor
Unacademy,News update: Unacademy launches a new product in education.,non-sponsor
Decathlon,Decathlon proudly sponsors this sports conference.,sponsor
Simplilearn,Simplilearn is the title sponsor of this major education event.,sponsor
Samsung,Samsung proudly sponsors this tech conference.,sponsor
Under Armour,Under Armour is the title sponsor of this major sports event.,sponsor
Reebok,Customer feedback highlights Reebok's role in sports growth.,non-sponsor
HP,HP is the title sponsor of this major tech event.,sponsor
Skechers,Skechers is the title sponsor of this major sports event.,sponsor
LinkedIn Learning,LinkedIn Learning is the title sponsor of this major education event.,sponsor
Nike,Discussion on Nike's performance in sports industry.,non-sponsor
Decathlon,User review: Great experience with Decathlon's latest sports products.,non-sponsor
Snapdeal,Snapdeal proudly sponsors this ecommerce conference.,sponsor
Puma,Discussion on Puma's performance in sports industry.,non-sponsor
edX,edX partners with us to bring exclusive offers in education.,sponsor
Under Armour,Customer feedback highlights Under Armour's role in sports growth.,non-sponsor
Fila,Fila is the title sponsor of this major sports event.,sponsor
LinkedIn Learning,Official sponsor: LinkedIn Learning supports innovation in education.,sponsor
Samsung,Sponsored event by Samsung promoting new technology in tech.,sponsor
Codecademy,User review: Great experience with Codecademy's latest education products.,non-sponsor
Adobe,Adobe proudly sponsors this tech conference.,sponsor
HP,Discussion on HP's performance in tech industry.,non-sponsor
Samsung,Customer feedback highlights Samsung's role in tech growth.,non-sponsor
Google,Official sponsor: Google supports innovation in tech.,sponsor
H&M,News update: H&M launches a new product in clothes.,non-sponsor
Google,User review: Great experience with Google's latest tech products.,non-sponsor
Udemy,News update: Udemy launches a new product in education.,non-sponsor
Flipkart,Flipkart partners with us to bring exclusive offers in ecommerce.,sponsor
Prada,Customer feedback highlights Prada's role in clothes growth.,non-sponsor
Amazon,Amazon is the title sponsor of this major ecommerce event.,sponsor
Lenovo,Customer feedback highlights Lenovo's role in tech growth.,non-sponsor
Uniqlo,Latest trends in clothes — Uniqlo makes headlines.,non-sponsor
Uniqlo,Customer feedback highlights Uniqlo's role in clothes growth.,non-sponsor
LinkedIn Learning,Discussion on LinkedIn Learning's performance in education industry.,non-sponsor
Unacademy,Unacademy partners with us to bring exclusive offers in education.,sponsor
HP,User review: Great experience with HP's latest tech products.,non-sponsor
H&M,H&M is the title sponsor of this major clothes event.,sponsor
Gucci,News update: Gucci launches a new product in clothes.,non-sponsor
Skechers,Sponsored event by Skechers promoting new technology in sports.,sponsor
Adidas,Adidas partners with us to bring exclusive offers in sports.,sponsor
Simplilearn,Customer feedback highlights Simplilearn's role in education growth.,non-sponsor
Dell,Dell is the title sponsor of this major tech event.,sponsor
Ajio,Ajio is the title sponsor of this major ecommerce event.,sponsor
Samsung,Sponsored event by Samsung promoting new technology in tech.,sponsor
Snapdeal,News update: Snapdeal launches a new product in ecommerce.,non-sponsor
Levi's,Levi's partners with us to bring exclusive offers in clothes.,sponsor
edX,Discussion on edX's performance in education industry.,non-sponsor
Apple,Apple is the title sponsor of this major tech event.,sponsor
Armani,Latest trends in clothes — Armani makes headlines.,non-sponsor
